,chain_id,denom,type_asset,supply,description,denom_units,display,name,symbol,uri,denom_base,type_asset_base,type_asset_source,path,channels,chain_id_counterparty,supply_base,chain_id_base,channels_number,admin,ibc,traces,chain_name
20,coreum-mainnet-1,ibc/E8D2AF1EEBDD8F56CF9F39B5C81D5C2A1207A39679CD91558E6F26051288B9F6,ics20,56955,,,,,,,uusdc,sdk.coin,,transfer/channel-2/transfer/channel-750/transfer/channel-49/transfer/channel-2/transfer/channel-0/transfer/channel-569/transfer/channel-10/transfer/channel-259/transfer/channel-62/transfer/channel-1/transfer/channel-2188/transfer/channel-19,"['channel-2', 'channel-750', 'channel-49', 'channel-2', 'channel-0', 'channel-569', 'channel-10', 'channel-259', 'channel-62', 'channel-1', 'channel-2188', 'channel-19']",osmosis-1,,,12,,"{'source_channel': 'channel-2', 'dst_channel': 'channel-2188', 'source_denom': ''}",,coreum
21,phoenix-1,ibc/8C034437C9485501AA288D11001A3B00FB6D87E864120E9A839F08F3196DC125,ics20,445000000,,,,,,,uluna,sdk.coin,,transfer/channel-1/transfer/channel-188/transfer/channel-12/transfer/channel-1/transfer/channel-204/transfer/channel-3/transfer/channel-141/transfer/channel-208/transfer/channel-111/transfer/channel-50/transfer/channel-1/transfer/channel-72,"['channel-1', 'channel-188', 'channel-12', 'channel-1', 'channel-204', 'channel-3', 'channel-141', 'channel-208', 'channel-111', 'channel-50', 'channel-1', 'channel-72']",osmosis-1,,,12,,"{'source_channel': 'channel-1', 'dst_channel': 'channel-251', 'source_denom': ''}",,terra2
22,columbus-5,ibc/0F6C9663AE0B55338A92EF2D2493B074C19D6FCEEACC7F97F7D5A88D1343ED8E,ics20,109000000,,,,,,,uluna,sdk.coin,,transfer/channel-1/transfer/channel-0/transfer/channel-276/transfer/channel-208/transfer/channel-2/transfer/channel-141/transfer/channel-144/transfer/channel-101/transfer/channel-45/transfer/channel-1/transfer/channel-72,"['channel-1', 'channel-0', 'channel-276', 'channel-208', 'channel-2', 'channel-141', 'channel-144', 'channel-101', 'channel-45', 'channel-1', 'channel-72']",osmosis-1,,,11,,"{'source_channel': 'channel-1', 'dst_channel': 'channel-72', 'source_denom': ''}",,terra
23,kaiyo-1,ibc/0412FBD656810868A2A097BD9DAC404A10BA4E64E8E2497127259AB1124098DE,ics20,1005703,,,,,,,uatom,sdk.coin,,transfer/channel-3/transfer/channel-0/transfer/channel-343/transfer/channel-3/transfer/channel-0/transfer/channel-391/transfer/channel-5/transfer/channel-0/transfer/channel-391/transfer/channel-5/transfer/channel-0,"['channel-3', 'channel-0', 'channel-343', 'channel-3', 'channel-0', 'channel-391', 'channel-5', 'channel-0', 'channel-391', 'channel-5', 'channel-0']",osmosis-1,,,11,,"{'source_channel': 'channel-3', 'dst_channel': 'channel-259', 'source_denom': ''}",,kujira
24,cosmoshub-4,ibc/0926E95D020620FC998A067BC95E9B5022698F5E7EFF5D9474A98E6DCC4F2096,ics20,1000000,,,,,,,uosmo,sdk.coin,,transfer/channel-141/transfer/channel-143/transfer/channel-5/transfer/channel-17/transfer/channel-141/transfer/channel-75/transfer/channel-5/transfer/channel-29/transfer/channel-37/transfer/channel-0/transfer/channel-141,"['channel-141', 'channel-143', 'channel-5', 'channel-17', 'channel-141', 'channel-75', 'channel-5', 'channel-29', 'channel-37', 'channel-0', 'channel-141']",osmosis-1,,,11,,"{'source_channel': 'channel-141', 'dst_channel': 'channel-0', 'source_denom': ''}",,cosmoshub
25,cosmoshub-4,ibc/6898AE1685C5915832C2E026FF6324E16F0F22CA6C07FF2CCE950F468D5E4D2F,ics20,600000,,,,,,,uusdc,sdk.coin,,transfer/channel-141/transfer/channel-2188/transfer/channel-9/transfer/channel-536/transfer/channel-1/transfer/channel-0/transfer/channel-660/transfer/channel-2/transfer/channel-0/transfer/channel-660/transfer/channel-19,"['channel-141', 'channel-2188', 'channel-9', 'channel-536', 'channel-1', 'channel-0', 'channel-660', 'channel-2', 'channel-0', 'channel-660', 'channel-19']",osmosis-1,,,11,,"{'source_channel': 'channel-141', 'dst_channel': 'channel-0', 'source_denom': ''}",,cosmoshub
26,cosmoshub-4,ibc/D9FF47B06A014CF939B5310CB13A59D9C3CF05060DA65CF2DFB3B821C8BA863F,ics20,2699075,,,,,,,uatom,sdk.coin,ics20,transfer/channel-584/transfer/channel-66/transfer/channel-10/transfer/channel-782/transfer/channel-1/transfer/channel-343/transfer/channel-50/transfer/channel-17/transfer/channel-141/transfer/channel-782/transfer/channel-1,"['channel-584', 'channel-66', 'channel-10', 'channel-782', 'channel-1', 'channel-343', 'channel-50', 'channel-17', 'channel-141', 'channel-782', 'channel-1']",pacific-1,,,11,,"{'source_channel': 'channel-584', 'dst_channel': 'channel-1', 'source_denom': 'ibc/179034B2991DD42C9AE8CA887E5C7A61A07E18651012E8B693EC6B6298E1A306'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'pacific-1', 'channel_id': 'channel-1', 'base_denom': 'ibc/179034B2991DD42C9AE8CA887E5C7A61A07E18651012E8B693EC6B6298E1A306', 'chain_name': 'sei', 'base_supply': 2699075}, 'chain': {'channel_id': 'channel-584', 'path': 'transfer/channel-584/transfer/channel-66/transfer/channel-10/transfer/channel-782/transfer/channel-1/transfer/channel-343/transfer/channel-50/transfer/channel-17/transfer/channel-141/transfer/channel-782/transfer/channel-1/uatom'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'neutron-1', 'channel_id': 'channel-2016', 'base_denom': 'ibc/521F856D81E91E2003FA7E6DA52BF82505B3D354BCD8CFFED42298925CEA8B59', 'chain_name': 'neutron', 'base_supply': 2705351}, 'chain': {'channel_id': 'channel-66', 'path': 'transfer/channel-66/transfer/channel-10/transfer/channel-782/transfer/channel-1/transfer/channel-343/transfer/channel-50/transfer/channel-17/transfer/channel-141/transfer/channel-782/transfer/channel-1/uatom'}}]",cosmoshub
27,cosmoshub-4,ibc/DCA1AD341F41B7E418EB8C4BB4DDE21DB43C576005132D0429790224D318ACEE,ics20,1000000,,,,,,,uusdc,sdk.coin,ics20,transfer/channel-536/transfer/channel-1/transfer/channel-259/transfer/channel-62/transfer/channel-49/transfer/channel-2/transfer/channel-750/transfer/channel-4/transfer/channel-141/transfer/channel-2188/transfer/channel-19,"['channel-536', 'channel-1', 'channel-259', 'channel-62', 'channel-49', 'channel-2', 'channel-750', 'channel-4', 'channel-141', 'channel-2188', 'channel-19']",noble-1,,,11,,"{'source_channel': 'channel-536', 'dst_channel': 'channel-4', 'source_denom': 'ibc/FA7F365FBB0508DF83752E6D367D101541BF96E25C775FAAC79D956BC908C469'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'noble-1', 'channel_id': 'channel-4', 'base_denom': 'ibc/FA7F365FBB0508DF83752E6D367D101541BF96E25C775FAAC79D956BC908C469', 'chain_name': 'noble', 'base_supply': 1000000}, 'chain': {'channel_id': 'channel-536', 'path': 'transfer/channel-536/transfer/channel-1/transfer/channel-259/transfer/channel-62/transfer/channel-49/transfer/channel-2/transfer/channel-750/transfer/channel-4/transfer/channel-141/transfer/channel-2188/transfer/channel-19/uusdc'}}]",cosmoshub
28,gravity-bridge-3,ibc/8FA3332488A048A49C5FB35A3EA790F515EF53CBDE83416C10635B5EC1373125,ics20,35006941,,,,,,,gravity0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,erc20,ics20,transfer/channel-17/transfer/channel-141/transfer/channel-144/transfer/channel-17/transfer/channel-141/transfer/channel-208/transfer/channel-2/transfer/channel-281/transfer/channel-10/transfer/channel-0/transfer/channel-281,"['channel-17', 'channel-141', 'channel-144', 'channel-17', 'channel-141', 'channel-208', 'channel-2', 'channel-281', 'channel-10', 'channel-0', 'channel-281']",cosmoshub-4,,,11,,"{'source_channel': 'channel-17', 'dst_channel': 'channel-281', 'source_denom': 'ibc/3FD4A36C79B909BB11EE9857771401F5620123CD54661DDEB4EF1BD817879F77'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-281', 'base_denom': 'ibc/3FD4A36C79B909BB11EE9857771401F5620123CD54661DDEB4EF1BD817879F77', 'chain_name': 'cosmoshub', 'base_supply': 35006941}, 'chain': {'channel_id': 'channel-17', 'path': 'transfer/channel-17/transfer/channel-141/transfer/channel-144/transfer/channel-17/transfer/channel-141/transfer/channel-208/transfer/channel-2/transfer/channel-281/transfer/channel-10/transfer/channel-0/transfer/channel-281/gravity0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'}}]",gravitybridge
29,evmos_9001-2,ibc/5D4A5FD6C10F5907EE7533C4850720DA816942A3BBDEEACDB6B1063633CCDDAD,ics20,5000000000000000000,,,,,,,aevmos,sdk.coin,ics20,transfer/channel-25/transfer/channel-5/transfer/channel-320/transfer/channel-57/transfer/channel-3/transfer/channel-391/transfer/channel-5/transfer/channel-204/transfer/channel-25/transfer/channel-5/transfer/channel-204,"['channel-25', 'channel-5', 'channel-320', 'channel-57', 'channel-3', 'channel-391', 'channel-5', 'channel-204', 'channel-25', 'channel-5', 'channel-204']",stride-1,,,11,,"{'source_channel': 'channel-25', 'dst_channel': 'channel-9', 'source_denom': 'ibc/752046C0F3BB858C137DAFAAB9CB0F2F1F84B4BFC77F722B11E0B8618B640EC7'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'stride-1', 'channel_id': 'channel-9', 'base_denom': 'ibc/752046C0F3BB858C137DAFAAB9CB0F2F1F84B4BFC77F722B11E0B8618B640EC7', 'chain_name': 'stride', 'base_supply': 6000000000000000000}, 'chain': {'channel_id': 'channel-25', 'path': 'transfer/channel-25/transfer/channel-5/transfer/channel-320/transfer/channel-57/transfer/channel-3/transfer/channel-391/transfer/channel-5/transfer/channel-204/transfer/channel-25/transfer/channel-5/transfer/channel-204/aevmos'}}]",evmos
30,injective-1,ibc/0926E95D020620FC998A067BC95E9B5022698F5E7EFF5D9474A98E6DCC4F2096,ics20,1000000,,,,,,,uosmo,sdk.coin,,transfer/channel-141/transfer/channel-143/transfer/channel-5/transfer/channel-17/transfer/channel-141/transfer/channel-75/transfer/channel-5/transfer/channel-29/transfer/channel-37/transfer/channel-0/transfer/channel-141,"['channel-141', 'channel-143', 'channel-5', 'channel-17', 'channel-141', 'channel-75', 'channel-5', 'channel-29', 'channel-37', 'channel-0', 'channel-141']",osmosis-1,,,11,,"{'source_channel': 'channel-141', 'dst_channel': 'channel-0', 'source_denom': ''}",,injective
31,injective-1,ibc/6898AE1685C5915832C2E026FF6324E16F0F22CA6C07FF2CCE950F468D5E4D2F,ics20,600000,,,,,,,uusdc,sdk.coin,,transfer/channel-141/transfer/channel-2188/transfer/channel-9/transfer/channel-536/transfer/channel-1/transfer/channel-0/transfer/channel-660/transfer/channel-2/transfer/channel-0/transfer/channel-660/transfer/channel-19,"['channel-141', 'channel-2188', 'channel-9', 'channel-536', 'channel-1', 'channel-0', 'channel-660', 'channel-2', 'channel-0', 'channel-660', 'channel-19']",osmosis-1,,,11,,"{'source_channel': 'channel-141', 'dst_channel': 'channel-0', 'source_denom': ''}",,injective
32,injective-1,ibc/D9FF47B06A014CF939B5310CB13A59D9C3CF05060DA65CF2DFB3B821C8BA863F,ics20,2699075,,,,,,,uatom,sdk.coin,ics20,transfer/channel-584/transfer/channel-66/transfer/channel-10/transfer/channel-782/transfer/channel-1/transfer/channel-343/transfer/channel-50/transfer/channel-17/transfer/channel-141/transfer/channel-782/transfer/channel-1,"['channel-584', 'channel-66', 'channel-10', 'channel-782', 'channel-1', 'channel-343', 'channel-50', 'channel-17', 'channel-141', 'channel-782', 'channel-1']",pacific-1,,,11,,"{'source_channel': 'channel-584', 'dst_channel': 'channel-1', 'source_denom': 'ibc/179034B2991DD42C9AE8CA887E5C7A61A07E18651012E8B693EC6B6298E1A306'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'pacific-1', 'channel_id': 'channel-1', 'base_denom': 'ibc/179034B2991DD42C9AE8CA887E5C7A61A07E18651012E8B693EC6B6298E1A306', 'chain_name': 'sei', 'base_supply': 2699075}, 'chain': {'channel_id': 'channel-584', 'path': 'transfer/channel-584/transfer/channel-66/transfer/channel-10/transfer/channel-782/transfer/channel-1/transfer/channel-343/transfer/channel-50/transfer/channel-17/transfer/channel-141/transfer/channel-782/transfer/channel-1/uatom'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'neutron-1', 'channel_id': 'channel-2016', 'base_denom': 'ibc/521F856D81E91E2003FA7E6DA52BF82505B3D354BCD8CFFED42298925CEA8B59', 'chain_name': 'neutron', 'base_supply': 2705351}, 'chain': {'channel_id': 'channel-66', 'path': 'transfer/channel-66/transfer/channel-10/transfer/channel-782/transfer/channel-1/transfer/channel-343/transfer/channel-50/transfer/channel-17/transfer/channel-141/transfer/channel-782/transfer/channel-1/uatom'}}]",injective
33,injective-1,ibc/DCA1AD341F41B7E418EB8C4BB4DDE21DB43C576005132D0429790224D318ACEE,ics20,1000000,,,,,,,uusdc,sdk.coin,ics20,transfer/channel-536/transfer/channel-1/transfer/channel-259/transfer/channel-62/transfer/channel-49/transfer/channel-2/transfer/channel-750/transfer/channel-4/transfer/channel-141/transfer/channel-2188/transfer/channel-19,"['channel-536', 'channel-1', 'channel-259', 'channel-62', 'channel-49', 'channel-2', 'channel-750', 'channel-4', 'channel-141', 'channel-2188', 'channel-19']",noble-1,,,11,,"{'source_channel': 'channel-536', 'dst_channel': 'channel-4', 'source_denom': 'ibc/FA7F365FBB0508DF83752E6D367D101541BF96E25C775FAAC79D956BC908C469'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'noble-1', 'channel_id': 'channel-4', 'base_denom': 'ibc/FA7F365FBB0508DF83752E6D367D101541BF96E25C775FAAC79D956BC908C469', 'chain_name': 'noble', 'base_supply': 1000000}, 'chain': {'channel_id': 'channel-536', 'path': 'transfer/channel-536/transfer/channel-1/transfer/channel-259/transfer/channel-62/transfer/channel-49/transfer/channel-2/transfer/channel-750/transfer/channel-4/transfer/channel-141/transfer/channel-2188/transfer/channel-19/uusdc'}}]",injective
34,acre_9052-1,ibc/35B07EBE7EDF283A16F7EE79C57DB10514D1C87776B2F369F56F65096F60B545,ics20,1000000000000000000,,,,,,,erc20/0xAE6D3334989a22A65228732446731438672418F2,sdk.coin,,transfer/channel-0/transfer/channel-204/transfer/channel-40/transfer/channel-0/transfer/channel-204/transfer/channel-40/transfer/channel-0/transfer/channel-491/transfer/channel-0/transfer/channel-491,"['channel-0', 'channel-204', 'channel-40', 'channel-0', 'channel-204', 'channel-40', 'channel-0', 'channel-491', 'channel-0', 'channel-491']",osmosis-1,,,10,,"{'source_channel': 'channel-0', 'dst_channel': 'channel-490', 'source_denom': ''}",,acrechain
35,carbon-1,ibc/93ED97B65A754D0050CE2DE3E42005034775FB0513A444EA1DAAB84558F9602F,ics20,445000000,,,,,,,uluna,sdk.coin,ics20,transfer/channel-12/transfer/channel-1/transfer/channel-204/transfer/channel-3/transfer/channel-141/transfer/channel-208/transfer/channel-111/transfer/channel-50/transfer/channel-1/transfer/channel-72,"['channel-12', 'channel-1', 'channel-204', 'channel-3', 'channel-141', 'channel-208', 'channel-111', 'channel-50', 'channel-1', 'channel-72']",phoenix-1,,,10,,"{'source_channel': 'channel-12', 'dst_channel': 'channel-36', 'source_denom': 'ibc/C3C5F84C6307FDF08BB43EED9BF18982E81E2FFD39933CC231447316D9FDB47F'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'phoenix-1', 'channel_id': 'channel-36', 'base_denom': 'ibc/C3C5F84C6307FDF08BB43EED9BF18982E81E2FFD39933CC231447316D9FDB47F', 'chain_name': 'terra2', 'base_supply': 455000000}, 'chain': {'channel_id': 'channel-12', 'path': 'transfer/channel-12/transfer/channel-1/transfer/channel-204/transfer/channel-3/transfer/channel-141/transfer/channel-208/transfer/channel-111/transfer/channel-50/transfer/channel-1/transfer/channel-72/uluna'}}]",carbon
36,neutron-1,ibc/62DB6D48778F117129CB4A3813D810BD8DFAB2A131F2D7871CCC0785C408EDF0,ics20,716943,,,,,,,uusdc,sdk.coin,,transfer/channel-10/transfer/channel-750/transfer/channel-4/transfer/channel-569/transfer/channel-60/transfer/channel-8/transfer/channel-208/transfer/channel-2/transfer/channel-326/transfer/channel-38,"['channel-10', 'channel-750', 'channel-4', 'channel-569', 'channel-60', 'channel-8', 'channel-208', 'channel-2', 'channel-326', 'channel-38']",osmosis-1,,,10,,"{'source_channel': 'channel-10', 'dst_channel': 'channel-874', 'source_denom': ''}",,neutron
37,kaiyo-1,ibc/D7F9B6A04E17C22F47144C672876EEB9F493A9016598D36AFFD90E1961B7E786,ics20,10698790,,,,,,,uusdc,sdk.coin,ics20,transfer/channel-0/transfer/channel-536/transfer/channel-1/transfer/channel-188/transfer/channel-9/transfer/channel-122/transfer/channel-19/transfer/channel-1/transfer/channel-2188/transfer/channel-19,"['channel-0', 'channel-536', 'channel-1', 'channel-188', 'channel-9', 'channel-122', 'channel-19', 'channel-1', 'channel-2188', 'channel-19']",cosmoshub-4,,,10,,"{'source_channel': 'channel-0', 'dst_channel': 'channel-343', 'source_denom': 'ibc/C94908367E31BC4D621B62A3CD1B960E4B638D16536C4F59E1AFA0A3244FDFAC'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-343', 'base_denom': 'ibc/C94908367E31BC4D621B62A3CD1B960E4B638D16536C4F59E1AFA0A3244FDFAC', 'chain_name': 'cosmoshub', 'base_supply': 10698790}, 'chain': {'channel_id': 'channel-0', 'path': 'transfer/channel-0/transfer/channel-536/transfer/channel-1/transfer/channel-188/transfer/channel-9/transfer/channel-122/transfer/channel-19/transfer/channel-1/transfer/channel-2188/transfer/channel-19/uusdc'}}, {'type': 'ibc', 'counterparty': {'chain_id': 'noble-1', 'channel_id': 'channel-4', 'base_denom': 'ibc/D306C77106A0CA02930AF540EA9CCCBD00954B02295100169252C1CF51AB5310', 'chain_name': 'noble', 'base_supply': 11198790}, 'chain': {'channel_id': 'channel-536', 'path': 'transfer/channel-536/transfer/channel-1/transfer/channel-188/transfer/channel-9/transfer/channel-122/transfer/channel-19/transfer/channel-1/transfer/channel-2188/transfer/channel-19/uusdc'}}]",kujira
38,cosmoshub-4,ibc/3FD4A36C79B909BB11EE9857771401F5620123CD54661DDEB4EF1BD817879F77,ics20,35006941,,,,,,,gravity0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,erc20,,transfer/channel-141/transfer/channel-144/transfer/channel-17/transfer/channel-141/transfer/channel-208/transfer/channel-2/transfer/channel-281/transfer/channel-10/transfer/channel-0/transfer/channel-281,"['channel-141', 'channel-144', 'channel-17', 'channel-141', 'channel-208', 'channel-2', 'channel-281', 'channel-10', 'channel-0', 'channel-281']",osmosis-1,,,10,,"{'source_channel': 'channel-141', 'dst_channel': 'channel-0', 'source_denom': ''}",,cosmoshub
39,cosmoshub-4,ibc/61A530DE7A9FBE9DE7173107CBCB6D4C7FB28FEDE98B17AD5201A12EF1843DE2,ics20,1000000000000000000,,,,,,,aevmos,sdk.coin,ics20,transfer/channel-292/transfer/channel-0/transfer/channel-0/transfer/channel-292/transfer/channel-0/transfer/channel-0/transfer/channel-292/transfer/channel-0/transfer/channel-0/transfer/channel-292,"['channel-292', 'channel-0', 'channel-0', 'channel-292', 'channel-0', 'channel-0', 'channel-292', 'channel-0', 'channel-0', 'channel-292']",evmos_9001-2,,,10,,"{'source_channel': 'channel-292', 'dst_channel': 'channel-3', 'source_denom': 'ibc/DBEE078D9AD638C5EF54831ACB514BD8D2D563BE3A40322341F6345A2642E6EC'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'evmos_9001-2', 'channel_id': 'channel-3', 'base_denom': 'ibc/DBEE078D9AD638C5EF54831ACB514BD8D2D563BE3A40322341F6345A2642E6EC', 'chain_name': 'evmos', 'base_supply': 53000000000000000000}, 'chain': {'channel_id': 'channel-292', 'path': 'transfer/channel-292/transfer/channel-0/transfer/channel-0/transfer/channel-292/transfer/channel-0/transfer/channel-0/transfer/channel-292/transfer/channel-0/transfer/channel-0/transfer/channel-292/aevmos'}}]",cosmoshub
40,cosmoshub-4,ibc/A0F48A91E0E433DDE4C9D044298200E0587F9F7D2DCFE6E2A53E728B73A01C1E,ics20,6276,,,,,,,uatom,sdk.coin,ics20,transfer/channel-569/transfer/channel-10/transfer/channel-782/transfer/channel-1/transfer/channel-343/transfer/channel-50/transfer/channel-17/transfer/channel-141/transfer/channel-782/transfer/channel-1,"['channel-569', 'channel-10', 'channel-782', 'channel-1', 'channel-343', 'channel-50', 'channel-17', 'channel-141', 'channel-782', 'channel-1']",neutron-1,,,10,,"{'source_channel': 'channel-569', 'dst_channel': 'channel-1', 'source_denom': 'ibc/521F856D81E91E2003FA7E6DA52BF82505B3D354BCD8CFFED42298925CEA8B59'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'neutron-1', 'channel_id': 'channel-1', 'base_denom': 'ibc/521F856D81E91E2003FA7E6DA52BF82505B3D354BCD8CFFED42298925CEA8B59', 'chain_name': 'neutron', 'base_supply': 2705351}, 'chain': {'channel_id': 'channel-569', 'path': 'transfer/channel-569/transfer/channel-10/transfer/channel-782/transfer/channel-1/transfer/channel-343/transfer/channel-50/transfer/channel-17/transfer/channel-141/transfer/channel-782/transfer/channel-1/uatom'}}]",cosmoshub
41,cosmoshub-4,ibc/AC8B9EF13E3BF73DAAA5CF0A391E91A8CD2B3CA45366864D6D811C9739571650,ics20,41999917,,,,,,,peggy0xdAC17F958D2ee523a2206206994597C13D831ec7,sdk.coin,,transfer/channel-220/transfer/channel-8/transfer/channel-143/transfer/channel-0/transfer/channel-141/transfer/channel-259/transfer/channel-54/transfer/channel-1/transfer/channel-141/transfer/channel-122,"['channel-220', 'channel-8', 'channel-143', 'channel-0', 'channel-141', 'channel-259', 'channel-54', 'channel-1', 'channel-141', 'channel-122']",injective-1,,,10,,"{'source_channel': 'channel-220', 'dst_channel': 'channel-1', 'source_denom': ''}",,cosmoshub
42,cosmoshub-4,ibc/B46E8E318F85B5A6B33B103C09D9398FF9EAA8C72232D13DA29D473EC3B0D89B,ics20,11043,,,,,,,gravity0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,erc20,ics20,transfer/channel-281/transfer/channel-10/transfer/channel-874/transfer/channel-1/transfer/channel-281/transfer/channel-10/transfer/channel-184/transfer/channel-33/transfer/channel-3/transfer/channel-144,"['channel-281', 'channel-10', 'channel-874', 'channel-1', 'channel-281', 'channel-10', 'channel-184', 'channel-33', 'channel-3', 'channel-144']",gravity-bridge-3,,,10,,"{'source_channel': 'channel-281', 'dst_channel': 'channel-17', 'source_denom': 'ibc/EF3EC0DE98687E9F67696CF48D116609703970E6C953D73786E2C779143A213F'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'gravity-bridge-3', 'channel_id': 'channel-17', 'base_denom': 'ibc/EF3EC0DE98687E9F67696CF48D116609703970E6C953D73786E2C779143A213F', 'chain_name': 'gravitybridge', 'base_supply': 11043}, 'chain': {'channel_id': 'channel-281', 'path': 'transfer/channel-281/transfer/channel-10/transfer/channel-874/transfer/channel-1/transfer/channel-281/transfer/channel-10/transfer/channel-184/transfer/channel-33/transfer/channel-3/transfer/channel-144/gravity0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48'}}]",cosmoshub
43,crypto-org-chain-mainnet-1,ibc/692601F5E67CE5A9E5E7C4FCBC28E64B90FA48ED6185DEC1AD3619E3A9E974A3,ics20,4950000,,,,,,,uatom,sdk.coin,ics20,transfer/channel-9/transfer/channel-141/transfer/channel-5/transfer/channel-9/transfer/channel-141/transfer/channel-5/transfer/channel-9/transfer/channel-141/transfer/channel-5/transfer/channel-9,"['channel-9', 'channel-141', 'channel-5', 'channel-9', 'channel-141', 'channel-5', 'channel-9', 'channel-141', 'channel-5', 'channel-9']",cosmoshub-4,,,10,,"{'source_channel': 'channel-9', 'dst_channel': 'channel-109', 'source_denom': 'ibc/C36089D3D468BA1047750B105928D5A46A1EF81B2AF36548A7E79F5925AF7DE9'}","[{'type': 'ibc', 'counterparty': {'chain_id': 'cosmoshub-4', 'channel_id': 'channel-109', 'base_denom': 'ibc/C36089D3D468BA1047750B105928D5A46A1EF81B2AF36548A7E79F5925AF7DE9', 'chain_name': 'cosmoshub', 'base_supply': 4950000}, 'chain': {'channel_id': 'channel-9', 'path': 'transfer/channel-9/transfer/channel-141/transfer/channel-5/transfer/channel-9/transfer/channel-141/transfer/channel-5/transfer/channel-9/transfer/channel-141/transfer/channel-5/transfer/channel-9/uatom'}}]",cryptoorgchain
44,evmos_9001-2,ibc/65ED880F2A55023ACFA79146DD3E1CBC041EA55F8B0650B8B617D7E3DDB77D8B,ics20,89114,,,,,,,ukava,sdk.coin,,transfer/channel-0/transfer/channel-0/transfer/channel-343/transfer/channel-99/transfer/channel-50/transfer/channel-6/transfer/channel-3/transfer/channel-204/transfer/channel-3/transfer/channel-277,"['channel-0', 'channel-0', 'channel-343', 'channel-99', 'channel-50', 'channel-6', 'channel-3', 'channel-204', 'channel-3', 'channel-277']",osmosis-1,,,10,,"{'source_channel': 'channel-0', 'dst_channel': 'channel-204', 'source_denom': ''}",,evmos
45,stride-1,ibc/752046C0F3BB858C137DAFAAB9CB0F2F1F84B4BFC77F722B11E0B8618B640EC7,ics20,6000000000000000000,,,,,,,aevmos,sdk.coin,,transfer/channel-5/transfer/channel-320/transfer/channel-57/transfer/channel-3/transfer/channel-391/transfer/channel-5/transfer/channel-204/transfer/channel-25/transfer/channel-5/transfer/channel-204,"['channel-5', 'channel-320', 'channel-57', 'channel-3', 'channel-391', 'channel-5', 'channel-204', 'channel-25', 'channel-5', 'channel-204']",osmosis-1,,,10,,"{'source_channel': 'channel-5', 'dst_channel': 'channel-326', 'source_denom': ''}",,stride
